run,step,g_adv,cos_pos,grad_norm,g_lr,d_lr
plain-original,55,0.8321629911661148,0.9826594740152359,1.8353997073557908,0.0005,0.00075
plain-original,56,0.8984194695949554,0.9810265749692917,2.437895159140529,0.0005,0.00075
plain-original,57,0.7932792156934738,0.9744474291801453,1.8435134378584273,0.0005,0.00075
plain-original,58,0.8256268799304962,0.9776445925235748,1.9915038048484468,0.0005,0.00075
plain-original,59,0.8023433238267899,0.979638859629631,1.8681756086712795,0.0005,0.00075
plain-original,60,0.7965922653675079,0.9829364717006683,1.7870430008897784,0.0005,0.00075
plain-original,61,0.7877448052167892,0.9836542457342148,1.7826192904492248,0.0005,0.00075
plain-original,62,0.7843881845474243,0.9816313087940216,1.7528835032183903,0.0005,0.00075
plain-original,63,0.7815472632646561,0.9799216985702515,1.6294732329769346,0.0005,0.00075
plain-original,64,0.7881670147180557,0.9810384809970856,1.629462414998083,0.0005,0.00075
plain-original,65,0.7832483053207397,0.9822291433811188,1.5454050884106174,0.0005,0.00075
plain-original,66,0.7678493857383728,0.9831059277057648,1.5243237615700491,0.0005,0.00075
plain-original,67,0.7627061158418655,0.9837534427642822,1.5506683759148527,0.0005,0.00075
plain-original,68,0.7464629262685776,0.9822438955307007,1.4184005992403803,0.0005,0.00075
plain-original,69,0.7514311820268631,0.9813812226057053,1.4493672837468967,0.0005,0.00075
plain-original,70,0.7288263440132141,0.9829864799976349,1.3410012015166848,0.0005,0.00075
plain-original,71,0.7546320706605911,0.980999305844307,1.2998996740550692,0.0005,0.00075
plain-original,72,0.7929141074419022,0.9819288402795792,1.4476558806821578,0.0005,0.00075
plain-original,73,0.7616143375635147,0.9834538847208023,1.4498595837032802,0.0005,0.00075
plain-original,74,0.7362913191318512,0.9824157953262329,1.200749439103389,0.0005,0.00075
plain-original,75,0.7634881287813187,0.9816146492958069,1.2417640026282668,0.0005,0.00075
plain-original,76,0.7564103752374649,0.984546571969986,1.193597992804683,0.0005,0.00075
plain-original,77,0.7623257488012314,0.9854745715856552,1.1605475780011718,0.0005,0.00075
plain-original,78,0.7672626227140427,0.985168844461441,1.1930614900631809,0.0005,0.00075
plain-original,79,0.7505596876144409,0.9846313148736954,1.1415285648281652,0.0005,0.00075
plain-original,80,0.7511096298694611,0.9837412983179092,1.1238639552453562,0.0005,0.00075
plain-original,81,0.7430371791124344,0.9846075922250748,1.0817506337354788,0.0005,0.00075
plain-original,82,0.7472292631864548,0.9845771640539169,1.0265916959101744,0.0005,0.00075
plain-original,83,0.7597430199384689,0.986007496714592,1.1721458310682045,0.0005,0.00075
plain-original,84,0.7379586100578308,0.9849638640880585,1.046673485629364,0.0005,0.00075
plain-original,85,0.7400228679180145,0.9846974164247513,1.0780499034524156,0.0005,0.00075
plain-original,86,0.7411131411790848,0.9852490872144699,1.0975518164870932,0.0005,0.00075
plain-original,87,0.719503179192543,0.9857304245233536,0.9807907248540338,0.0005,0.00075
plain-original,88,0.7258248180150986,0.9854587763547897,0.9380018499504214,0.0005,0.00075
plain-original,89,0.7214879989624023,0.9853198230266571,0.8965983052714026,0.0005,0.00075
plain-original,90,0.7166665494441986,0.9838785827159882,0.8363602921790595,0.0005,0.00075
plain-original,91,0.7218299955129623,0.9839280396699905,0.8196949284245973,0.0005,0.00075
plain-original,92,0.7328528612852097,0.9844382107257843,0.8317862998307954,0.0005,0.00075
plain-original,93,0.7422136962413788,0.9855774194002151,0.8477630168577696,0.0005,0.00075
plain-original,94,0.7432070672512054,0.9859585613012314,0.865023539988748,0.0005,0.00075
plain-original,95,0.738041952252388,0.985830157995224,0.8659272381078422,0.0005,0.00075
plain-original,96,0.7295027673244476,0.9852925688028336,0.8424707865429488,0.0005,0.00075
plain-original,97,0.7233221381902695,0.9855048209428787,0.8408398364675888,0.0005,0.00075
plain-original,98,0.7217590510845184,0.9864438325166702,0.8103079858467668,0.0005,0.00075
plain-original,99,0.7185112237930298,0.9864662140607834,0.8187336491999843,0.0005,0.00075
plain-original,100,0.7105380594730377,0.9863927513360977,0.7784062196672424,0.0005,0.00075
plain-original,101,0.7115448862314224,0.9872725456953049,0.7388159623744249,0.0005,0.00075
plain-original,102,0.7178199142217636,0.9864803701639175,0.749129802852126,0.0005,0.00075
plain-original,103,0.7223089039325714,0.986808180809021,0.749387203259062,0.0005,0.00075
plain-original,104,0.7249439358711243,0.9866936951875687,0.756725145680941,0.0005,0.00075
plain-original,105,0.727780893445015,0.9866931438446045,0.7253806289059516,0.0005,0.00075
plain-original,106,0.7342620491981506,0.98648801445961,0.7484208502177793,0.0005,0.00075
plain-original,107,0.7303998023271561,0.9865470826625824,0.767379146838901,0.0005,0.00075
plain-original,108,0.725248783826828,0.9868985861539841,0.7391678424134711,0.0005,0.00075
plain-original,109,0.7235157638788223,0.9864883869886398,0.7244651084190985,0.0005,0.00075
plain-original,110,0.7249926030635834,0.9864101409912109,0.7408856388902948,0.0005,0.00075
plain-original,111,0.7203906774520874,0.9864600002765656,0.7447444167094753,0.0005,0.00075
plain-original,112,0.7166161388158798,0.9867706894874573,0.7467765180838283,0.0005,0.00075
plain-original,113,0.7091798484325409,0.9867506176233292,0.7430579069778857,0.0005,0.00075
plain-original,114,0.7064427584409714,0.9883458614349365,0.6930848798699583,0.0005,0.00075
plain-original,115,0.7089922875165939,0.987611711025238,0.6712491316933538,0.0005,0.00075
plain-original,116,0.7120985090732574,0.9874793142080307,0.6870877984824416,0.0005,0.00075
plain-original,117,0.7093946784734726,0.9883162081241608,0.6880072275666372,0.0005,0.00075
plain-original,118,0.7048833668231964,0.98841892182827,0.6560336107109476,0.0005,0.00075
plain-original,119,0.7036599367856979,0.9884475767612457,0.6165318481145621,0.0005,0.00075
plain-original,120,0.7060994803905487,0.9875609874725342,0.5994944877574595,0.0005,0.00075
plain-original,121,0.7091460675001144,0.9881050884723663,0.6313749675798531,0.0005,0.00075
plain-original,122,0.7106907814741135,0.9885756075382233,0.6166021088746991,0.0005,0.00075
plain-original,123,0.7168892472982407,0.9874543100595474,0.6170466462068755,0.0005,0.00075
plain-original,124,0.7218664884567261,0.9876890629529953,0.640341430585886,0.0005,0.00075
plain-original,125,0.7232986241579056,0.9877875000238419,0.6661921433770258,0.0005,0.00075
plain-original,126,0.7234515845775604,0.9882914572954178,0.6957819431683196,0.0005,0.00075
plain-original,127,0.7182911187410355,0.9884413331747055,0.6467017103086586,0.0005,0.00075
plain-original,128,0.7183459252119064,0.988843709230423,0.6829613471728996,0.0005,0.00075
plain-original,129,0.7093502879142761,0.9884774684906006,0.5964862720182812,0.0005,0.00075
plain-original,130,0.7213859707117081,0.9879806935787201,0.629240216621717,0.0005,0.00075
plain-original,131,0.7191378772258759,0.9879212975502014,0.5877858222803887,0.0005,0.00075
plain-original,132,0.7232756465673447,0.9875284284353256,0.6104062721267374,0.0005,0.00075
plain-original,133,0.7218377143144608,0.9884216338396072,0.5704223814748631,0.0005,0.00075
plain-original,134,0.7271136343479156,0.9886667728424072,0.5963271275663008,0.0005,0.00075
plain-original,135,0.7237824350595474,0.9886234104633331,0.5627835789890528,0.0005,0.00075
plain-original,136,0.7251196205615997,0.9887087345123291,0.5721919727777189,0.0005,0.00075
plain-original,137,0.7242880463600159,0.9885544925928116,0.5634575889340765,0.0005,0.00075
plain-original,138,0.7197304517030716,0.988567128777504,0.5768924924510616,0.0005,0.00075
plain-original,139,0.7147211730480194,0.9890449643135071,0.5569853500980634,0.0005,0.00075
plain-original,140,0.7154136598110199,0.9889962822198868,0.5742739816687455,0.0005,0.00075
plain-original,141,0.715356171131134,0.9876572638750076,0.5934964910595705,0.0005,0.00075
plain-original,142,0.7085203677415848,0.989173099398613,0.5614418793943237,0.0005,0.00075
plain-original,143,0.7059280574321747,0.9892688393592834,0.574050752669973,0.0005,0.00075
plain-original,144,0.7003357261419296,0.9896707087755203,0.5399428744136786,0.0005,0.00075
plain-original,145,0.7008031010627747,0.9893735945224762,0.5541538141526988,0.0005,0.00075
plain-original,146,0.6993724703788757,0.9888206869363785,0.5068291731710732,0.0005,0.00075
plain-original,147,0.7007021605968475,0.989292711019516,0.5071413965565672,0.0005,0.00075
plain-original,148,0.7004066705703735,0.9895386248826981,0.48879947859206857,0.0005,0.00075
plain-original,149,0.7008705735206604,0.9892321527004242,0.47861559388631614,0.0005,0.00075
plain-original,150,0.7011273503303528,0.9900055229663849,0.46697444266918625,0.0005,0.00075
plain-original,151,0.7049931883811951,0.989388719201088,0.4608400166458541,0.0005,0.00075
plain-original,152,0.7074111998081207,0.9894141405820847,0.47306745083337587,0.0005,0.00075
plain-original,153,0.7075797021389008,0.9896503984928131,0.4647411487257414,0.0005,0.00075
plain-original,154,0.7082531005144119,0.9898771643638611,0.46110041454252765,0.0005,0.00075
plain-original,155,0.7052373290061951,0.9897912591695786,0.4408926399069191,0.0005,0.00075
plain-original,156,0.7069916278123856,0.989473432302475,0.4497349844255266,0.0005,0.00075
plain-original,157,0.7072031795978546,0.9886182844638824,0.44384928653063066,0.0005,0.00075
plain-original,158,0.7082496136426926,0.9886489510536194,0.4582493979351575,0.0005,0.00075
plain-original,159,0.7087173163890839,0.9884667843580246,0.4274217079997971,0.0005,0.00075
plain-original,160,0.7095858007669449,0.9895907044410706,0.4296738841290823,0.0005,0.00075
plain-original,161,0.7144726663827896,0.9899227768182755,0.432615768235649,0.0005,0.00075
plain-original,162,0.7155319899320602,0.9893953055143356,0.4366788874381265,0.0005,0.00075
plain-original,163,0.7158865630626678,0.9900401085615158,0.4442199457382537,0.0005,0.00075
plain-original,164,0.7158531248569489,0.9899745583534241,0.4477864494215175,0.0005,0.00075
plain-original,165,0.7176393419504166,0.9896960854530334,0.45282821585223815,0.0005,0.00075
plain-original,166,0.7114666253328323,0.9902529269456863,0.4468194058283011,0.0005,0.00075
plain-original,167,0.7120849788188934,0.9903007000684738,0.4108879834540432,0.0005,0.00075
plain-original,168,0.7161316871643066,0.9899991005659103,0.44003473451482494,0.0005,0.00075
plain-original,169,0.7110542356967926,0.9902811050415039,0.4443822200472262,0.0005,0.00075
plain-original,170,0.7104839384555817,0.990961879491806,0.45248076588286285,0.0005,0.00075
plain-original,171,0.7043143659830093,0.9908704459667206,0.4143878922710328,0.0005,0.00075
plain-original,172,0.7063060700893402,0.9905852675437927,0.40683024110061156,0.0005,0.00075
plain-original,173,0.7116561383008957,0.9904378950595856,0.4281242100873255,0.0005,0.00075
plain-original,174,0.7098992317914963,0.9905644655227661,0.4466474870575548,0.0005,0.00075
plain-original,175,0.7111357897520065,0.9897962510585785,0.4859482757342327,0.0005,0.00075
plain-original,176,0.7057047337293625,0.9905934482812881,0.4235689233348727,0.0005,0.00075
plain-original,177,0.7098404318094254,0.9909753501415253,0.6496112469038476,0.0005,0.00075
plain-original,178,0.728045254945755,0.9903683513402939,0.737949617068627,0.0005,0.00075
plain-original,179,0.7061602026224136,0.9910888969898224,0.4705973144507702,0.0005,0.00075
plain-original,180,0.7128830254077911,0.991106778383255,0.6910348178039516,0.0005,0.00075
plain-original,181,0.7117782533168793,0.9905132353305817,0.5444352953810164,0.0005,0.00075
plain-original,182,0.6975699067115784,0.9908777922391891,0.4442654784218671,0.0005,0.00075
plain-original,183,0.7153032869100571,0.9903110861778259,0.6416725439072407,0.0005,0.00075
plain-original,184,0.6946789175271988,0.9893994927406311,0.3720157307924364,0.0005,0.00075
plain-original,185,0.7039753943681717,0.9888163357973099,0.5127826021048892,0.0005,0.00075
plain-original,186,0.6951440572738647,0.9895025044679642,0.37242758215203464,0.0005,0.00075
plain-original,187,0.7052879929542542,0.9890823066234589,0.5053405740465765,0.0005,0.00075
plain-original,188,0.6939311474561691,0.9894570112228394,0.3829610554593546,0.0005,0.00075
plain-original,189,0.6949531883001328,0.9888734221458435,0.3995000041889612,0.0005,0.00075
plain-original,190,0.6980386227369308,0.9891708493232727,0.35008476591100324,0.0005,0.00075
plain-original,191,0.7009558826684952,0.9895334094762802,0.425750595121367,0.0005,0.00075
plain-original,192,0.7016739994287491,0.9889290481805801,0.3475144110270142,0.0005,0.00075
plain-original,193,0.7024853378534317,0.9894842058420181,0.4060032283971429,0.0005,0.00075
plain-original,194,0.7037290930747986,0.9893646240234375,0.3542387054202117,0.0005,0.00075
plain-original,195,0.7112126052379608,0.9885772615671158,0.4243226257917182,0.0005,0.00075
plain-original,196,0.705493152141571,0.989176020026207,0.3596686651420954,0.0005,0.00075
plain-original,197,0.7063696682453156,0.9896706193685532,0.394790917967187,0.0005,0.00075
plain-original,198,0.711505800485611,0.9888291954994202,0.3271504757149114,0.0005,0.00075
plain-original,199,0.7160461843013763,0.9893428832292557,0.4208906849464094,0.0005,0.00075
plain-original,200,0.7109441757202148,0.9897071272134781,0.3652725327810322,0.0005,0.00075
plain-original,201,0.7128046452999115,0.9898562729358673,0.39420701496566285,0.0005,0.00075
plain-original,202,0.718855232000351,0.9894672930240631,0.39389306836964344,0.0005,0.00075
plain-original,203,0.716592401266098,0.9903513193130493,0.47565387656396935,0.0005,0.00075
plain-original,204,0.7105812281370163,0.9905248135328293,0.39087393912320434,0.0005,0.00075
plain-original,205,0.7132806330919266,0.990620344877243,0.4092458787323715,0.0005,0.00075
plain-original,206,0.7120484113693237,0.9907347857952118,0.4313954503621993,0.0005,0.00075
plain-original,207,0.7065738141536713,0.9909681230783463,0.39657695155513084,0.0005,0.00075
plain-original,208,0.7077532261610031,0.9910478591918945,0.4062745649190188,0.0005,0.00075
plain-original,209,0.7090363204479218,0.9891443103551865,0.41212579326193394,0.0005,0.00075
plain-original,210,0.7100257128477097,0.9900226891040802,0.46135815008820596,0.0005,0.00075
plain-original,211,0.7014167159795761,0.990622878074646,0.41021035503830444,0.0005,0.00075
plain-original,212,0.7028080970048904,0.9903162568807602,0.4205104678294174,0.0005,0.00075
plain-original,213,0.7039851993322372,0.9896973371505737,0.37155104768454295,0.0005,0.00075
plain-original,214,0.7010788917541504,0.9907055795192719,0.41493679278651163,0.0005,0.00075
plain-original,215,0.6958741247653961,0.9902890622615814,0.33723287169224353,0.0005,0.00075
plain-original,216,0.7005098313093185,0.9902933090925217,0.35344858914162885,0.0005,0.00075
plain-original,217,0.7004026770591736,0.990043506026268,0.37304385648774524,0.0005,0.00075
plain-original,218,0.697974368929863,0.990157425403595,0.4039596540254179,0.0005,0.00075
plain-original,219,0.6952205300331116,0.9901524037122726,0.2832642167328365,0.0005,0.00075
plain-original,220,0.704442635178566,0.9905989319086075,0.38010086603407955,0.0005,0.00075
plain-original,221,0.7052642405033112,0.9899656623601913,0.3561711250475279,0.0005,0.00075
plain-original,222,0.700432226061821,0.9907562881708145,0.33905545345991317,0.0005,0.00075
plain-original,223,0.705530509352684,0.9906760603189468,0.3301408405123805,0.0005,0.00075
plain-original,224,0.7026107162237167,0.9905101954936981,0.32426906163660024,0.0005,0.00075
plain-original,225,0.7071567177772522,0.9905003309249878,0.3611166684736815,0.0005,0.00075
plain-original,226,0.7036755830049515,0.9903193116188049,0.33404668824054823,0.0005,0.00075
plain-original,227,0.70262810587883,0.989745557308197,0.3285589655720849,0.0005,0.00075
plain-original,228,0.7049123048782349,0.990541860461235,0.314929295172645,0.0005,0.00075
plain-original,229,0.7043999284505844,0.9905943721532822,0.3550059735482895,0.0005,0.00075
plain-original,230,0.7024941593408585,0.9899161010980606,0.3282950131997381,0.0005,0.00075
plain-original,231,0.7027658224105835,0.9903506338596344,0.3425908283266012,0.0005,0.00075
plain-original,232,0.7036762535572052,0.9906634837388992,0.3741131765732023,0.0005,0.00075
plain-original,233,0.6991049349308014,0.9914299547672272,0.30049660385445504,0.0005,0.00075
plain-original,234,0.7010604739189148,0.9906035512685776,0.31615611134492494,0.0005,0.00075
plain-original,235,0.7020023167133331,0.9909789562225342,0.32543236380244234,0.0005,0.00075
plain-original,236,0.7004528045654297,0.9900302439928055,0.3296224698673347,0.0005,0.00075
plain-original,237,0.6998847126960754,0.9906695783138275,0.3421400601811383,0.0005,0.00075
plain-original,238,0.6959804743528366,0.9905050098896027,0.2915376744426309,0.0005,0.00075
plain-original,239,0.6986675262451172,0.9903295934200287,0.32873819223399686,0.0005,0.00075
plain-original,240,0.6960638016462326,0.9908576607704163,0.2917329512371521,0.0005,0.00075
plain-original,241,0.6999440789222717,0.9898633509874344,0.31618067925390514,0.0005,0.00075
plain-original,242,0.6995052248239517,0.9896106570959091,0.3196772680945453,0.0005,0.00075
plain-original,243,0.7004622370004654,0.9893130958080292,0.3406867083359209,0.0005,0.00075
plain-original,244,0.6967962682247162,0.9908885657787323,0.28610644027806287,0.0005,0.00075
plain-original,245,0.7036297768354416,0.9908132404088974,0.34531754078426896,0.0005,0.00075
plain-original,246,0.6964200884103775,0.9908627867698669,0.29910118151234416,0.0005,0.00075
plain-original,247,0.7027984112501144,0.9900617301464081,0.31634945640066986,0.0005,0.00075
plain-original,248,0.7013392299413681,0.9907528311014175,0.2990097658603244,0.0005,0.00075
plain-original,249,0.70439612865448,0.9906741082668304,0.28250992848016676,0.0005,0.00075
plain-original,250,0.7048808932304382,0.9905547201633453,0.3345885798241913,0.0005,0.00075
plain-original,251,0.7014986127614975,0.99013851583004,0.27274168530080006,0.0005,0.00075
plain-original,252,0.707612544298172,0.9899385124444962,0.31179235493991486,0.0005,0.00075
plain-original,253,0.7073838263750076,0.9909819066524506,0.33478730186167793,0.0005,0.00075
plain-original,254,0.7044336348772049,0.9912388622760773,0.3116326296932767,0.0005,0.00075
plain-original,255,0.705359160900116,0.9916179329156876,0.3338242597854835,0.0005,0.00075
plain-original,256,0.7038843631744385,0.990557998418808,0.3094466728197488,0.0005,0.00075
plain-original,257,0.708158940076828,0.9899012297391891,0.32581591574623064,0.0005,0.00075
plain-original,258,0.7002754509449005,0.9912666380405426,0.32438088314950175,0.0005,0.00075
plain-original,259,0.7051266431808472,0.9900806844234467,0.30575224697753234,0.0005,0.00075
plain-original,260,0.7012066841125488,0.9909036159515381,0.2992265916842975,0.0005,0.00075
plain-original,261,0.7023425251245499,0.9906493574380875,0.31153378162042766,0.0005,0.00075
plain-original,262,0.7008272856473923,0.9910551756620407,0.309426494129028,0.0005,0.00075
plain-original,263,0.70307457447052,0.9911692887544632,0.338697320104348,0.0005,0.00075
plain-original,264,0.700008749961853,0.9902359545230865,0.33705924195289766,0.0005,0.00075
plain-original,265,0.700288861989975,0.9899837821722031,0.3304207608768918,0.0005,0.00075
plain-original,266,0.6994179338216782,0.9915961027145386,0.3148421650461646,0.0005,0.00075
plain-original,267,0.7000823616981506,0.9910682141780853,0.2863253283091585,0.0005,0.00075
plain-original,268,0.7001145631074905,0.9906986355781555,0.3071378298524609,0.0005,0.00075
plain-original,269,0.6999437659978867,0.9912149906158447,0.29123974397655594,0.0005,0.00075
plain-original,270,0.6991603970527649,0.9913665354251862,0.2924689141373334,0.0005,0.00075
plain-original,271,0.7044831812381744,0.9904575049877167,0.29090541272690584,0.0005,0.00075
plain-original,272,0.7016507983207703,0.990460067987442,0.30563728493264286,0.0005,0.00075
plain-original,273,0.6982832103967667,0.991188257932663,0.26067141714380426,0.0005,0.00075
plain-original,274,0.699822187423706,0.9902887493371964,0.261280173753389,0.0005,0.00075
plain-original,275,0.7020417004823685,0.9909582734107971,0.27681630825000886,0.0005,0.00075
plain-original,276,0.7032338231801987,0.9909606426954269,0.31157184385055864,0.0005,0.00075
plain-original,277,0.699456512928009,0.9910922199487686,0.28527602502729876,0.0005,0.00075
plain-original,278,0.7072754800319672,0.989905446767807,0.32528734394518477,0.0005,0.00075
plain-original,279,0.7050774246454239,0.9910049885511398,0.3472172737921279,0.0005,0.00075
plain-original,280,0.7007457166910172,0.9908129572868347,0.36542705615206394,0.0005,0.00075
plain-original,281,0.7046505361795425,0.9903769493103027,0.3398889275495328,0.0005,0.00075
plain-original,282,0.7004072070121765,0.9912957102060318,0.269814474552309,0.0005,0.00075
plain-original,283,0.7006867378950119,0.9914190322160721,0.350219227608591,0.0005,0.00075
plain-original,284,0.6975873112678528,0.990968644618988,0.318250118353494,0.0005,0.00075
plain-original,285,0.6965247690677643,0.9915423393249512,0.22532215249507825,0.0005,0.00075
plain-original,286,0.7003484219312668,0.9916600286960602,0.3219215250725244,0.0005,0.00075
plain-original,287,0.7010967135429382,0.9910314828157425,0.33541495950786554,0.0005,0.00075
plain-original,288,0.6968923360109329,0.9915914535522461,0.2330138562850536,0.0005,0.00075
plain-original,289,0.7020296007394791,0.9915574640035629,0.3549487633387676,0.0005,0.00075
plain-original,290,0.7028010189533234,0.9914427697658539,0.2921996258499855,0.0005,0.00075
plain-original,291,0.6999666839838028,0.9911132603883743,0.30780509345439483,0.0005,0.00075
plain-original,292,0.7030995041131973,0.9910459369421005,0.3534558841095774,0.0005,0.00075
plain-original,293,0.6994955688714981,0.9914663732051849,0.26482470112480944,0.0005,0.00075
plain-original,294,0.6979951113462448,0.9918436110019684,0.28357649610758145,0.0005,0.00075
plain-original,295,0.7008586376905441,0.9909627586603165,0.3066467791115155,0.0005,0.00075
plain-original,296,0.6992115676403046,0.990030363202095,0.21678347027503456,0.0005,0.00075
plain-original,297,0.7005637586116791,0.9907590597867966,0.277353815243285,0.0005,0.00075
plain-original,298,0.7005133032798767,0.9912075698375702,0.25708347416646793,0.0005,0.00075
plain-original,299,0.6998227089643478,0.9916698038578033,0.22071429205980056,0.0005,0.00075
plain-original,300,0.6997284293174744,0.9910400807857513,0.2260843986403482,0.0005,0.00075
plain-original,301,0.7036755234003067,0.9907212406396866,0.2571273222617714,0.0005,0.00075
plain-original,302,0.6988281309604645,0.9907220155000687,0.24799231777639816,0.0005,0.00075
plain-original,303,0.6999985873699188,0.9905105531215668,0.2504048872366469,0.0005,0.00075
plain-original,304,0.6989502310752869,0.991293266415596,0.24634114653027922,0.0005,0.00075
plain-original,305,0.7041120380163193,0.9912620484828949,0.2779758639626196,0.0005,0.00075
plain-original,306,0.7102704793214798,0.9907814860343933,0.3922609987888526,0.0005,0.00075
plain-original,307,0.710240051150322,0.9910921901464462,0.5013715072879485,0.0005,0.00075
plain-original,308,0.715037614107132,0.9914373159408569,0.475559874963794,0.0005,0.00075
plain-original,309,0.7037067264318466,0.9907549321651459,0.2844225820509378,0.0005,0.00075
plain-original,310,0.7069302648305893,0.990611806511879,0.40455841721368957,0.0005,0.00075
plain-original,311,0.7115355432033539,0.9917341321706772,0.45341118309458983,0.0005,0.00075
plain-original,312,0.7032281011343002,0.9904002696275711,0.27655492471315146,0.0005,0.00075
plain-original,313,0.7010607272386551,0.9911758154630661,0.3388328002510417,0.0005,0.00075
plain-original,314,0.7065633982419968,0.9904223084449768,0.3189399155508769,0.0005,0.00075
plain-original,315,0.7010767906904221,0.9904056191444397,0.30129338608737977,0.0005,0.00075
plain-original,316,0.6980659514665604,0.9916836321353912,0.2892927289145928,0.0005,0.00075
plain-original,317,0.700014665722847,0.9914869517087936,0.2731950833881973,0.0005,0.00075
plain-original,318,0.701537162065506,0.9903579354286194,0.2870541986012029,0.0005,0.00075
plain-original,319,0.7008681297302246,0.9908232688903809,0.3116355670476643,0.0005,0.00075
plain-original,320,0.6986000835895538,0.9906092137098312,0.2649475812652934,0.0005,0.00075
